company,location_hq,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in_mil,year,latitude,longitude,mapped_industry,profit_margins,pe_ratio
G2,Chicago,USA,North America,17,2020-06-30,5.0,340,323,Marketing,Series C,101.0,2020,41.85003,-87.65005,Retail,0.04584106071309091,193.58928577969698
Katerra,San Francisco Bay Area,USA,North America,400,2020-06-29,7.0,5714,5314,Construction,Series E,1300.0,2020,37.45383,-122.18219,Other,0.31267793340442784,149.10145341991296
Bounce,Bengaluru,India,Asia,130,2020-06-29,22.0,591,461,Transportation,Series D,214.0,2020,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Sonos,New York City,USA,North America,174,2020-06-24,12.0,1450,1276,Consumer,Post-IPO,455.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Gojek,Jakarta,Indonesia,Asia,430,2020-06-23,9.0,4778,4348,Transportation,Series F,4800.0,2020,-6.21462,106.84513,Other,0.31267793340442784,149.10145341991296
ScaleFactor,Austin,USA,North America,90,2020-06-23,90.0,100,10,Finance,Series C,103.0,2020,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Dark,San Francisco Bay Area,USA,North America,6,2020-06-23,100.0,6,0,Product,Seed,3.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Intuit,San Francisco Bay Area,USA,North America,715,2020-06-22,7.0,10214,9499,Finance,Post-IPO,18.0,2020,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
Navi,Bengaluru,India,Asia,40,2020-06-17,25.0,160,120,Finance,Private Equity …,582.0,2020,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
PaisaBazaar,Gurugram,India,Asia,1500,2020-06-16,50.0,3000,1500,Finance,Series G,496.0,2020,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
Grab,Singapore,Singapore,Asia,360,2020-06-16,5.0,7200,6840,Transportation,Series I,9900.0,2020,1.28967,103.85007,Other,0.31267793340442784,149.10145341991296
Splunk,San Francisco Bay Area,USA,North America,70,2020-06-16,1.0,7000,6930,Data,Post-IPO,40.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Redox,Madison,USA,North America,44,2020-06-16,25.0,176,132,Healthcare,Series C,50.0,2020,43.07305,-89.40123,Healthcare,0.5421634367891365,286.19442704934613
Uber,Amsterdam,Netherlands,Europe,225,2020-06-12,25.0,900,675,Transportation,Post-IPO,24700.0,2020,52.37403,4.88969,Other,0.31267793340442784,149.10145341991296
SynapseFI,San Francisco Bay Area,USA,North America,63,2020-06-12,48.0,131,68,Finance,Series B,50.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Branch,New York City,USA,North America,3,2020-06-11,27.0,11,8,Retail,Seed,2.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
The Athletic,San Francisco Bay Area,USA,North America,46,2020-06-05,8.0,575,529,Media,Series D,139.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Ethos Life,San Francisco Bay Area,USA,North America,18,2020-06-05,14.0,129,111,Finance,Series C,106.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Lastline,San Francisco Bay Area,USA,North America,50,2020-06-04,40.0,125,75,Security,Series C,52.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Builder,Los Angeles,USA,North America,39,2020-06-04,14.0,279,240,Product,Series A,29.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Monzo,London,United Kingdom,Europe,120,2020-06-03,8.0,1500,1380,Finance,Series F,324.0,2020,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
SpotHero,Chicago,USA,North America,40,2020-06-03,21.0,190,150,Transportation,Series D,117.0,2020,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
Credit Sesame,San Francisco Bay Area,USA,North America,22,2020-06-03,14.0,157,135,Finance,Series F,120.0,2020,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
Rivian,Detroit,USA,North America,40,2020-06-02,2.0,2000,1960,Transportation,Private Equity …,3100.0,2020,42.33143,-83.04575,Other,0.31267793340442784,149.10145341991296
Fundbox,San Francisco Bay Area,USA,North America,14,2020-06-02,15.0,93,79,Finance,Series C,453.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Descartes Labs,Santa Fe,USA,North America,12,2020-06-02,16.0,75,63,Data,Series B,58.0,2020,33.94724,-118.08535,Other,0.31267793340442784,149.10145341991296
Stitch Fix,San Francisco Bay Area,USA,North America,1400,2020-06-01,18.0,7778,6378,Retail,Post-IPO,79.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
MakeMyTrip,Gurugram,India,Asia,350,2020-06-01,10.0,3500,3150,Travel,Post-IPO,548.0,2020,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
CrowdStreet,Portland,USA,North America,24,2020-06-01,22.0,109,85,Real Estate,Series C,24.0,2020,45.52345,-122.67621,Real Estate,0.30273994137013177,187.5233707675104
Brex,San Francisco Bay Area,USA,North America,62,2020-05-29,15.0,413,351,Finance,Series C,732.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Loftium,Seattle,USA,North America,32,2020-05-29,60.0,53,21,Real Estate,Series A,17.0,2020,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
TrueCar,Los Angeles,USA,North America,219,2020-05-28,30.0,730,511,Transportation,Post-IPO,340.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Culture Amp,Melbourne,Australia,Australia,36,2020-05-28,8.0,450,414,HR,Series E,157.0,2020,-37.814,144.96332,HR,0.06034258863211765,164.1777929426829
The Sill,New York City,USA,North America,20,2020-05-28,25.0,80,60,Retail,Series A,7.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Instructure,Salt Lake City,USA,North America,150,2020-05-27,12.0,1250,1100,Education,Acquired,89.0,2020,40.76078,-111.89105,Other,0.31267793340442784,149.10145341991296
Uber,Bengaluru,India,Asia,600,2020-05-26,23.0,2609,2009,Transportation,Post-IPO,24700.0,2020,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Bluprint,Denver,USA,North America,137,2020-05-26,100.0,137,0,Education,Acquired,108.0,2020,39.73915,-104.9847,Other,0.31267793340442784,149.10145341991296
Cvent,Washington DC,USA,North America,400,2020-05-21,10.0,4000,3600,Marketing,Acquired,146.0,2020,38.89511,-77.03637,Retail,0.04584106071309091,193.58928577969698
PickYourTrail,Chennai,India,Asia,70,2020-05-21,35.0,200,130,Travel,Series A,3.0,2020,13.08784,80.27847,Other,0.31267793340442784,149.10145341991296
Glitch,New York City,USA,North America,18,2020-05-21,36.0,50,32,Product,Series A,30.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Ola,Bengaluru,India,Asia,1400,2020-05-20,35.0,4000,2600,Transportation,Series J,3800.0,2020,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Samsara,San Francisco Bay Area,USA,North America,300,2020-05-20,18.0,1667,1367,Logistics,Series F,530.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Stay Alfred,Spokane,USA,North America,221,2020-05-20,100.0,221,0,Travel,Series B,62.0,2020,47.65966,-117.42908,Other,0.31267793340442784,149.10145341991296
SoFi,San Francisco Bay Area,USA,North America,112,2020-05-20,7.0,1600,1488,Finance,Private Equity …,2.5,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
ShareChat,Bengaluru,India,Asia,101,2020-05-20,25.0,404,303,Marketing,Series D,222.0,2020,12.97194,77.59369,Retail,0.04584106071309091,193.58928577969698
Intercom,San Francisco Bay Area,USA,North America,39,2020-05-20,6.0,650,611,Support,Series D,240.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Livspace,Bengaluru,India,Asia,450,2020-05-19,15.0,3000,2550,Retail,Series D,157.0,2020,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Pollen,London,United Kingdom,Europe,69,2020-05-19,31.0,223,154,Travel,Series B,88.0,2020,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Uber,San Francisco Bay Area,USA,North America,3000,2020-05-18,13.0,23077,20077,Transportation,Post-IPO,24700.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Swiggy,Bengaluru,India,Asia,1100,2020-05-18,14.0,7857,6757,Food,Series I,1600.0,2020,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
WeWork,New Delhi,India,Asia,100,2020-05-18,20.0,500,400,Real Estate,Series H,19500.0,2020,28.65195,77.23149,Real Estate,0.30273994137013177,187.5233707675104
Zomato,Gurugram,India,Asia,520,2020-05-15,13.0,4000,3480,Food,Series J,914.0,2020,28.4601,77.02635,Consumer,0.17082623261628355,113.24898568126481
Lattice,San Francisco Bay Area,USA,North America,16,2020-05-15,10.0,160,144,HR,Series C,49.0,2020,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
Cruise,San Francisco Bay Area,USA,North America,150,2020-05-14,8.0,1875,1725,Transportation,Acquired,5300.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Integral Ad Scien…,New York City,USA,North America,70,2020-05-14,10.0,700,630,Marketing,Acquired,116.0,2020,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Ridecell,San Francisco Bay Area,USA,North America,35,2020-05-14,15.0,233,198,Transportation,Series B,73.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Deliv,San Francisco Bay Area,USA,North America,669,2020-05-13,100.0,669,0,Retail,Series C,80.0,2020,37.45383,-122.18219,Consumer,0.17082623261628355,113.24898568126481
Zeus Living,San Francisco Bay Area,USA,North America,73,2020-05-12,50.0,146,73,Real Estate,Series B,79.0,2020,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Mixpanel,San Francisco Bay Area,USA,North America,65,2020-05-12,19.0,342,277,Data,Series B,77.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Hireology,Chicago,USA,North America,36,2020-05-12,17.0,212,176,Recruiting,Series D,52.0,2020,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
Top Hat,Toronto,Canada,North America,16,2020-05-12,3.0,533,517,Education,Series D,104.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Revolut,London,United Kingdom,Europe,60,2020-05-11,3.0,2000,1940,Finance,Series D,837.0,2020,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Cadre,New York City,USA,North America,28,2020-05-11,25.0,112,84,Real Estate,Series C,133.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
N26,New York City,USA,North America,9,2020-05-08,1.0,900,891,Finance,Series D,782.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Jump,New York City,USA,North America,500,2020-05-07,100.0,500,0,Transportation,Acquired,11.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Glassdoor,San Francisco Bay Area,USA,North America,300,2020-05-07,30.0,1000,700,Recruiting,Acquired,204.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Numbrs,Zurich,Switzerland,Europe,62,2020-05-07,50.0,124,62,Finance,Series B,78.0,2020,47.36667,8.55,Other,0.31267793340442784,149.10145341991296
Flywire,Boston,USA,North America,60,2020-05-07,12.0,500,440,Finance,Series E,263.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Tally,San Francisco Bay Area,USA,North America,28,2020-05-07,23.0,122,94,Finance,Series C,92.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Uber,San Francisco Bay Area,USA,North America,3700,2020-05-06,14.0,26429,22729,Transportation,Post-IPO,24700.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Rubicon Project,Los Angeles,USA,North America,50,2020-05-06,8.0,625,575,Marketing,Post-IPO,60.0,2020,34.05223,-118.24368,Retail,0.04584106071309091,193.58928577969698
Segment,San Francisco Bay Area,USA,North America,50,2020-05-06,10.0,500,450,Data,Series D,283.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Airbnb,San Francisco Bay Area,USA,North America,1900,2020-05-05,25.0,7600,5700,Travel,Private Equity …,5400.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Andela,New York City,USA,North America,135,2020-05-05,10.0,1350,1215,Recruiting,Series D,181.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Stack Overflow,New York City,USA,North America,40,2020-05-05,15.0,267,227,Recruiting,Series D,68.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Workable,Boston,USA,North America,25,2020-05-05,10.0,250,225,Recruiting,Series C,84.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
CureFit,Bengaluru,India,Asia,800,2020-05-04,16.0,5000,4200,Fitness,Series D,404.0,2020,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Careem,Dubai,United Arabian Emirates,Asia,536,2020-05-04,31.0,1729,1193,Transportation,Acquired,771.0,2020,25.07725,55.30927,Other,0.31267793340442784,149.10145341991296
Oriente,Hong Kong,Hong Kong,Asia,400,2020-05-04,20.0,2000,1600,Finance,Series B,175.0,2020,22.27832,114.17469,Other,0.31267793340442784,149.10145341991296
Veriff,Tallinn,Estonia,Europe,63,2020-05-04,21.0,300,237,Security,Series A,7.0,2020,59.43696,24.75353,Other,0.31267793340442784,149.10145341991296
Deputy,Sydney,Australia,Australia,60,2020-05-04,30.0,200,140,HR,Series B,106.0,2020,-33.86785,151.20732,HR,0.06034258863211765,164.1777929426829
Loopio,Toronto,Canada,North America,11,2020-05-04,8.0,138,127,Sales,Series A,11.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Trax,Tel Aviv,Israel,Asia,120,2020-05-03,10.0,1200,1080,Retail,Series D,386.0,2020,32.08088,34.78057,Consumer,0.17082623261628355,113.24898568126481
Namely,New York City,USA,North America,110,2020-05-01,40.0,275,165,HR,Series E,217.0,2020,40.71427,-74.00597,HR,0.06034258863211765,164.1777929426829
Culture Trip,London,United Kingdom,Europe,95,2020-05-01,32.0,297,202,Media,Series B,102.0,2020,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Sandbox VR,San Francisco Bay Area,USA,North America,80,2020-05-01,80.0,100,20,Consumer,Series A,82.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
TheSkimm,New York City,USA,North America,26,2020-05-01,20.0,130,104,Media,Series C,28.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Lyft,San Francisco Bay Area,USA,North America,982,2020-04-29,17.0,5776,4794,Transportation,Post-IPO,4900.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Kayak / OpenTable,Stamford,USA,North America,160,2020-04-29,8.0,2000,1840,Travel,Acquired,229.0,2020,41.05343,-73.53873,Other,0.31267793340442784,149.10145341991296
Lime,San Francisco Bay Area,USA,North America,80,2020-04-29,13.0,615,535,Transportation,Series D,765.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
TranSan Franciscoix,New York City,USA,North America,24,2020-04-29,10.0,240,216,Logistics,Series D,128.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
TripAdvisor,Boston,USA,North America,900,2020-04-28,25.0,3600,2700,Travel,Post-IPO,3.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Deliveroo,London,United Kingdom,Europe,367,2020-04-28,15.0,2447,2080,Food,Series G,1500.0,2020,51.50853,-0.12574,Consumer,0.17082623261628355,113.24898568126481
PayJoy,San Francisco Bay Area,USA,North America,27,2020-04-28,25.0,108,81,Finance,Series B,71.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Shipsi,Los Angeles,USA,North America,20,2020-04-28,50.0,40,20,Retail,Seed,2.0,2020,34.05223,-118.24368,Consumer,0.17082623261628355,113.24898568126481
JetClosing,Seattle,USA,North America,20,2020-04-27,20.0,100,80,Real Estate,Series A,24.0,2020,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Divergent 3D,Los Angeles,USA,North America,57,2020-04-24,36.0,158,101,Transportation,Series B,88.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Ada Support,Toronto,Canada,North America,36,2020-04-24,23.0,157,121,Support,Series B,60.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
UPshow,Chicago,USA,North America,19,2020-04-24,30.0,63,44,Marketing,Series A,7.0,2020,41.85003,-87.65005,Retail,0.04584106071309091,193.58928577969698
Lighter Capital,Seattle,USA,North America,18,2020-04-24,22.0,82,64,Finance,Series B,15.0,2020,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Horizn Studios,Berlin,Germany,Europe,15,2020-04-24,25.0,60,45,Travel,Series B,30.0,2020,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Welkin Health,San Francisco Bay Area,USA,North America,10,2020-04-24,33.0,30,20,Healthcare,Series B,29.0,2020,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
TutorMundi,Sao Paulo,Brazil,South America,4,2020-04-24,100.0,4,0,Education,Series A,2.0,2020,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
StockX,Detroit,USA,North America,100,2020-04-23,12.0,833,733,Retail,Series C,160.0,2020,42.33143,-83.04575,Consumer,0.17082623261628355,113.24898568126481
Zenefits,San Francisco Bay Area,USA,North America,87,2020-04-23,15.0,580,493,HR,Series C,583.0,2020,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
Sisense,New York City,USA,North America,80,2020-04-23,9.0,889,809,Data,Series F,274.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Magic Leap,Miami,USA,North America,1000,2020-04-22,50.0,2000,1000,Consumer,Series E,2600.0,2020,25.77427,-80.19366,Consumer,0.17082623261628355,113.24898568126481
When I Work,Minneapolis,USA,North America,55,2020-04-22,35.0,157,102,HR,Series B,24.0,2020,44.97997,-93.26384,HR,0.06034258863211765,164.1777929426829
Ike,San Francisco Bay Area,USA,North America,10,2020-04-22,14.0,71,61,Transportation,Series A,52.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Swiggy,Bengaluru,India,Asia,800,2020-04-21,9.241076585422201,8657,7857,Food,Series I,1600.0,2020,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Lending Club,San Francisco Bay Area,USA,North America,460,2020-04-21,30.0,1533,1073,Finance,Post-IPO,392.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Houzz,San Francisco Bay Area,USA,North America,155,2020-04-21,10.0,1550,1395,Consumer,Series E,613.0,2020,37.44188,-122.14302,Consumer,0.17082623261628355,113.24898568126481
Casper,New York City,USA,North America,78,2020-04-21,21.0,371,293,Retail,Post-IPO,339.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
RealSelf,Seattle,USA,North America,40,2020-04-21,13.0,308,268,Healthcare,Series B,42.0,2020,47.60621,-122.33207,Healthcare,0.5421634367891365,286.19442704934613
Freshbooks,Toronto,Canada,North America,38,2020-04-21,9.0,422,384,Finance,Series B,75.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Patreon,San Francisco Bay Area,USA,North America,30,2020-04-21,13.0,231,201,Media,Series D,165.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Bringg,Tel Aviv,Israel,Asia,10,2020-04-21,10.0,100,90,Logistics,Series D,84.0,2020,32.08088,34.78057,Other,0.31267793340442784,149.10145341991296
Klook,Hong Kong,Hong Kong,Asia,300,2020-04-20,15.0,2000,1700,Travel,Series D,521.0,2020,22.27832,114.17469,Other,0.31267793340442784,149.10145341991296
GumGum,Los Angeles,USA,North America,90,2020-04-20,25.0,360,270,Marketing,Series D,58.0,2020,34.05223,-118.24368,Retail,0.04584106071309091,193.58928577969698
Kueski,Guadalajara,Mexico,North America,90,2020-04-20,30.0,300,210,Finance,Series B,38.0,2020,20.66682,-103.39182,Other,0.31267793340442784,149.10145341991296
Movidesk,Blumenau,Brazil,South America,33,2020-04-20,25.0,132,99,Support,Seed,1.0,2020,-26.91944,-49.06611,Other,0.31267793340442784,149.10145341991296
Komodo Health,San Francisco Bay Area,USA,North America,23,2020-04-20,9.0,256,233,Healthcare,Series C,50.0,2020,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
Forward,San Francisco Bay Area,USA,North America,10,2020-04-20,3.0,333,323,Healthcare,Series C,100.0,2020,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
ContaAzul,Joinville,Brazil,South America,140,2020-04-17,35.0,400,260,Education,Series D,37.0,2020,-26.30444,-48.84556,Other,0.31267793340442784,149.10145341991296
Greenhouse,New York City,USA,North America,120,2020-04-17,28.0,429,309,Recruiting,Series D,110.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
QuintoAndar,Sao Paulo,Brazil,South America,88,2020-04-17,8.0,1100,1012,Real Estate,Series D,335.0,2020,-23.5475,-46.63611,Real Estate,0.30273994137013177,187.5233707675104
Loft,Sao Paulo,Brazil,South America,47,2020-04-17,10.0,470,423,Real Estate,Series C,263.0,2020,-23.5475,-46.63611,Real Estate,0.30273994137013177,187.5233707675104
Zilingo,Singapore,Singapore,Asia,44,2020-04-17,5.0,880,836,Retail,Series D,307.0,2020,1.28967,103.85007,Consumer,0.17082623261628355,113.24898568126481
Sweetgreen,Los Angeles,USA,North America,35,2020-04-17,10.0,350,315,Food,Series I,478.0,2020,34.05223,-118.24368,Consumer,0.17082623261628355,113.24898568126481
People.ai,San Francisco Bay Area,USA,North America,30,2020-04-17,18.0,167,137,Marketing,Series C,100.0,2020,37.77493,-122.41942,Retail,0.04584106071309091,193.58928577969698
CarGurus,Boston,USA,North America,130,2020-04-16,13.0,1000,870,Transportation,Post-IPO,1.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Funding Societies,Singapore,Singapore,Asia,65,2020-04-16,18.0,361,296,Finance,Series B,42.0,2020,1.28967,103.85007,Other,0.31267793340442784,149.10145341991296
CleverTap,Mumbai,India,Asia,60,2020-04-16,20.0,300,240,Marketing,Series C,76.0,2020,19.07283,72.88261,Retail,0.04584106071309091,193.58928577969698
Opendoor,San Francisco Bay Area,USA,North America,600,2020-04-15,35.0,1714,1114,Real Estate,Series E,1500.0,2020,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
GoPro,San Francisco Bay Area,USA,North America,200,2020-04-15,20.0,1000,800,Consumer,Post-IPO,288.0,2020,37.56299,-122.32553,Consumer,0.17082623261628355,113.24898568126481
Shop101,Mumbai,India,Asia,200,2020-04-15,40.0,500,300,Retail,Series C,19.0,2020,19.07283,72.88261,Consumer,0.17082623261628355,113.24898568126481
Carta,San Francisco Bay Area,USA,North America,161,2020-04-15,16.0,1006,845,Finance,Series E,447.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Parsable,San Francisco Bay Area,USA,North America,40,2020-04-15,25.0,160,120,HR,Series C,72.0,2020,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
Kodiak Robotics,San Francisco Bay Area,USA,North America,15,2020-04-15,20.0,75,60,Transportation,Series A,40.0,2020,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
The RealReal,San Francisco Bay Area,USA,North America,235,2020-04-14,10.0,2350,2115,Retail,Post-IPO,358.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
TouchBistro,Toronto,Canada,North America,131,2020-04-14,23.0,570,439,Food,Series E,224.0,2020,43.70643,-79.39864,Consumer,0.17082623261628355,113.24898568126481
Envoy,San Francisco Bay Area,USA,North America,58,2020-04-14,30.0,193,135,HR,Series B,59.0,2020,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
VSCO,San Francisco Bay Area,USA,North America,45,2020-04-14,35.0,129,84,Consumer,Series B,90.0,2020,37.80437,-122.2708,Consumer,0.17082623261628355,113.24898568126481
Groupon,Chicago,USA,North America,2800,2020-04-13,44.0,6364,3564,Retail,Post-IPO,1400.0,2020,41.85003,-87.65005,Consumer,0.17082623261628355,113.24898568126481
Zoox,San Francisco Bay Area,USA,North America,100,2020-04-13,10.0,1000,900,Transportation,Series B,955.0,2020,37.55855,-122.27108,Other,0.31267793340442784,149.10145341991296
Neon,Sao Paulo,Brazil,South America,70,2020-04-13,10.0,700,630,Finance,Series B,120.0,2020,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
EasyPost,San Francisco Bay Area,USA,North America,50,2020-04-13,25.0,200,150,Logistics,Series A,12.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Clearbanc,Toronto,Canada,North America,17,2020-04-13,8.0,213,196,Finance,Series B,119.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Rhumbix,San Francisco Bay Area,USA,North America,16,2020-04-10,27.0,59,43,Construction,Series B,35.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Yelp,San Francisco Bay Area,USA,North America,1000,2020-04-09,17.0,5882,4882,Consumer,Post-IPO,56.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
OneTrust,Atlanta,USA,North America,150,2020-04-09,10.0,1500,1350,Legal,Series B,410.0,2020,33.749,-84.38798,Other,0.31267793340442784,149.10145341991296
Omie,Sao Paulo,Brazil,South America,136,2020-04-09,31.0,439,303,Finance,Series B,26.0,2020,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
Domo,Salt Lake City,USA,North America,90,2020-04-09,10.0,900,810,Data,Post-IPO,689.0,2020,40.76078,-111.89105,Other,0.31267793340442784,149.10145341991296
Matterport,San Francisco Bay Area,USA,North America,90,2020-04-09,34.0,265,175,Data,Series D,114.0,2020,37.36883,-122.03635,Other,0.31267793340442784,149.10145341991296
Clinc,Ann Arbor,USA,North America,40,2020-04-09,32.0,125,85,Support,Series B,59.0,2020,42.27756,-83.74088,Other,0.31267793340442784,149.10145341991296
Mejuri,Toronto,Canada,North America,36,2020-04-09,15.0,240,204,Retail,Series B,28.0,2020,43.70643,-79.39864,Consumer,0.17082623261628355,113.24898568126481
Code42,Minneapolis,USA,North America,25,2020-04-09,5.0,500,475,Data,Series B,138.0,2020,44.97997,-93.26384,Other,0.31267793340442784,149.10145341991296
Eventbrite,San Francisco Bay Area,USA,North America,500,2020-04-08,45.0,1111,611,Consumer,Post-IPO,332.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Meesho,Bengaluru,India,Asia,200,2020-04-08,28.0,714,514,Retail,Series D,215.0,2020,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Scoop,San Francisco Bay Area,USA,North America,92,2020-04-08,33.0,279,187,Transportation,Series C,95.0,2020,37.87159,-122.27275,Other,0.31267793340442784,149.10145341991296
Unison,San Francisco Bay Area,USA,North America,89,2020-04-08,45.0,198,109,Finance,Series B,40.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Lever,San Francisco Bay Area,USA,North America,86,2020-04-08,40.0,215,129,Recruiting,Series C,72.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Unbabel,Lisbon,Portugal,Europe,80,2020-04-08,35.0,229,149,Support,Series C,91.0,2020,38.71667,-9.13333,Other,0.31267793340442784,149.10145341991296
